obo_id	count	delimiter	name
UBERON:0001917	15	0	endothelium of artery
UBERON:0004573	15	0	systemic artery
CL:0000188	15	0	cell of skeletal muscle
UBERON:0000075	15	0	subdivision of skeletal system
CL:1000497	15	0	kidney cell
UBERON:0004458	15	0	body cavity or lining
FF:0000356	15	1	210 minutes sample
UBERON:0003915	15	0	endothelial tube
UBERON:0000042	15	0	serous membrane
UBERON:0007213	15	0	mesenchyme derived from head neural crest
FF:0000365	15	1	8 hr sample
UBERON:0004457	15	0	cavity lining
UBERON:0004700	15	0	arterial system endothelium
UBERON:0006555	14	0	excretory tube
CL:0000451	14	0	dendritic cell
CL:0000236	14	0	B cell
CL:0002334	14	0	preadipocyte
FF:0000357	14	1	0 hr sample
FF:0000389	14	1	12 days sample
UBERON:0000353	14	0	parenchyma
FF:0000137	14	0	human preadipocyte sample
UBERON:0004819	14	0	kidney epithelium
UBERON:0009663	13	0	telencephalic nucleus
CL:0000081	13	0	blood cell
CL:0002552	13	0	fibroblast of gingiva
CL:0000417	13	0	endopolyploid cell
DOID:3905	13	1	lung carcinoma
CL:1000449	13	0	epithelial cell of nephron
FF:0000063	13	0	human fibroblast of gingiva sample
UBERON:0009773	13	0	renal tubule
FF:0000384	13	1	4 days sample
UBERON:0003937	13	0	sex gland
UBERON:0005399	13	0	male reproductive gland
CL:0000412	13	0	polyploid cell
CL:0000181	13	0	metabolising cell
FF:0000272	13	0	human ovarian cancer mesenchymal precursor cell sample
UBERON:0001285	13	0	nephron
UBERON:0004208	13	0	nephrogenic mesenchyme
UBERON:0004211	13	0	nephron epithelium
UBERON:0000992	13	0	female gonad
UBERON:0001231	13	0	nephron tubule
UBERON:0006562	13	0	pharynx
CL:0005026	13	0	hepatoblast
CL:0000182	13	0	hepatocyte
UBERON:0007684	13	0	uriniferous tubule
UBERON:0000956	12	0	cerebral cortex
UBERON:0002680	12	0	regional part of metencephalon
CL:0002191	12	0	granulocytopoietic cell
UBERON:0002367	12	0	prostate gland
UBERON:0003353	12	0	epithelium of hindgut
UBERON:0000010	12	0	peripheral nervous system
UBERON:0010147	12	0	male accessory sex gland
DOID:3093	12	1	nervous system cancer
UBERON:0016548	12	0	central nervous system gray matter layer
UBERON:0003135	12	0	male reproductive organ
FF:0200008	12	0	293SLAM rinderpest infection sample
UBERON:0009846	12	0	embryonic cloacal epithelium
UBERON:0010092	12	0	future metencephalon
UBERON:0009891	12	0	facial mesenchyme
UBERON:0011137	12	0	axial skeletal system
UBERON:0004902	12	0	urogenital sinus epithelium
UBERON:0001042	12	0	chordate pharynx
FF:0000406	12	0	nuclear fraction sample
UBERON:0012481	12	0	cloacal epithelium
UBERON:0001894	12	0	diencephalon
UBERON:0009847	12	0	prostate field
UBERON:0005401	12	0	cerebral hemisphere grey matter
UBERON:0006222	12	0	future diencephalon
CL:0000990	12	0	conventional dendritic cell
UBERON:0001895	12	0	metencephalon
UBERON:0003820	12	0	prostate bud
CL:0000094	12	0	granulocyte
FF:0000162	12	0	human skeletal muscle cell sample
UBERON:0002200	11	0	vasculature of head
UBERON:0003408	11	0	gland of gut
FF:0000375	11	1	48 hr sample
CL:0000625	11	0	CD8-positive, alpha-beta T cell
CL:0000153	11	0	GAG secreting cell
UBERON:0004876	11	0	urogenital ridge
FF:0101522	11	0	B-lymphocyte cell line sample
UBERON:0001264	11	0	pancreas
UBERON:0001871	11	0	temporal lobe
UBERON:0003314	11	0	eye mesenchyme
FF:0000030	11	0	CD8-positive T cell sample
UBERON:0012469	11	0	external anal region
FF:0010193	11	0	human diencephalon - adult sample
UBERON:0000200	11	0	gyrus
UBERON:0012292	11	0	embryonic cloacal fold
UBERON:0001851	11	0	cortex
FF:0000025	11	0	CD19-positive B cell sample
CL:0000447	11	0	carbohydrate secreting cell
UBERON:0009920	11	0	optic neural crest
FF:0100104	10	0	lymphoma cell line sample
UBERON:0001225	10	0	cortex of kidney
UBERON:0001173	10	0	biliary tree
CL:0002632	10	0	epithelial cell of lower respiratory tract
UBERON:0010260	10	0	umbilical blood vessel
UBERON:0004755	10	0	skeletal tissue
EFO:0000324	10	1	cell type
CL:0002584	10	0	renal cortical epithelial cell
UBERON:0001638	10	0	vein
UBERON:0002067	10	0	dermis
UBERON:0004225	10	0	respiratory system smooth muscle
UBERON:0002294	10	0	biliary system
GS:0005	10	0	human airway smooth muscle cell sample
CL:0000362	10	0	epidermal cell
UBERON:0004797	10	0	blood vessel layer
CL:0002681	10	0	kidney cortical cell
UBERON:0004770	10	0	articular system
CL:0000163	10	0	endocrine cell
FF:0100453	10	0	fibroblast cell line sample
DOID:0060058	10	1	lymphoma
UBERON:0004016	10	0	dermatome
FF:0000387	10	1	8 days sample
UBERON:0004912	10	0	biliary bud
DOID:171	10	1	neuroectodermal tumor
CL:0002202	10	0	epithelial cell of tracheobronchial tree
UBERON:0003920	10	0	venous blood vessel
UBERON:0003297	10	0	gland of integumental system
UBERON:0008987	10	0	renal parenchyma
UBERON:0003068	10	0	axial mesoderm
UBERON:0003124	10	0	chorion
UBERON:0004582	10	0	venous system
UBERON:0000982	10	0	skeletal joint
UBERON:0004905	10	0	articulation
UBERON:0010083	10	0	future dermis
CL:0002028	9	0	basophil mast progenitor cell
EFO:0003042	9	1	H1-hESC
UBERON:0000369	9	0	corpus striatum
UBERON:0002743	9	0	basal forebrain
UBERON:0000473	9	0	testis
FF:0010053	9	0	human blood - adult sample
UBERON:0002201	9	0	vasculature of trunk
FF:0000383	9	1	3 days sample
UBERON:0010039	9	0	food storage organ
CL:0000831	9	0	mast cell progenitor
UBERON:0010323	9	0	cranial skeletal system
UBERON:0005057	9	0	immune organ
UBERON:0002298	9	0	brainstem
CL:0002274	9	0	histamine secreting cell
UBERON:0004907	9	0	lower digestive tract
UBERON:0000204	9	0	ventral part of telencephalon
CL:0000097	9	0	mast cell
CL:0000457	9	0	biogenic amine secreting cell
FF:0000405	9	0	cytoplasmic fraction sample
UBERON:0001737	9	0	larynx
CL:1000413	9	0	endothelial cell of artery
UBERON:0006003	9	0	integumentary adnexa
UBERON:0000059	9	0	large intestine
DOID:3908	9	1	non-small cell lung carcinoma
UBERON:0002435	9	0	striatum
DOID:3355	9	1	fibrosarcoma
UBERON:0006098	9	0	basal nuclear complex
UBERON:0001950	9	0	neocortex
EFO:0000322	9	1	cell line
FF:0000047	9	0	human endothelial cell of the artery sample
FF:0104978	9	0	HEp-2 cell sample
DOID:3620	9	1	central nervous system cancer
UBERON:0002185	9	0	bronchus
UBERON:0000945	9	0	stomach
FF:0200007	9	0	H1 embryonic stem cells differentiation to CD34+ HSC sample
FF:0000632	9	0	group A streptococci treatment sample
FF:0102553	9	0	non-small cell lung cancer cell line sample
FF:0100460	9	0	fibrosarcoma cell line sample
UBERON:0002619	9	0	regional part of cerebral cortex
FF:0000260	9	0	mast cell sample
DOID:1036	9	1	chronic leukemia
UBERON:0000085	8	0	morula
UBERON:0011932	8	0	pilosebaceous unit
CL:1000494	8	0	nephron tubule epithelial cell
UBERON:0000091	8	0	bilaminar disc
UBERON:0007806	8	0	connecting stalk
UBERON:0004810	8	0	nephron tubule epithelium
DOID:3571	8	1	liver cancer
DOID:1319	8	1	brain cancer
FF:0000281	8	0	human whole blood sample
UBERON:0002784	8	0	regional part of diencephalon
DOID:3904	8	1	bronchogenic carcinoma
CL:1000507	8	0	kidney tubule cell
DOID:170	8	1	endocrine gland cancer
FF:0010016	8	0	human heart - adult sample
UBERON:0002331	8	0	umbilical cord
UBERON:0004177	8	0	hemopoietic organ
UBERON:0005383	8	0	caudate-putamen
UBERON:0005292	8	0	extraembryonic tissue
FF:0100711	8	0	glioma cell line sample
FF:0102061	8	0	bronchogenic carcinoma cell sample
UBERON:0003126	8	0	trachea
UBERON:0000358	8	0	blastocyst
UBERON:0016529	8	0	cortex of cerebral lobe
UBERON:0000349	8	0	limbic system
UBERON:0000087	8	0	inner cell mass
FF:0100773	8	0	lymphoblastoid cell line sample
UBERON:0000305	8	0	amnion
UBERON:0001897	8	0	dorsal plus ventral thalamus
UBERON:0010225	8	0	thalamic complex
FF:0100690	8	0	brain cancer cell line sample
FF:0000151	8	0	human renal epithelial cell sample
UBERON:0005382	8	0	dorsal striatum
FF:0000648	8	0	mock infection sample
UBERON:0008780	8	0	inner cell mass derived epiblast
CL:0000154	8	0	protein secreting cell
FF:0100255	8	0	brain cell line sample
UBERON:0005728	8	0	extraembryonic mesoderm
DOID:3070	8	1	malignant glioma
DOID:1325	8	1	bronchus cancer
FF:0101531	8	0	glial cell line sample
FF:0100224	8	0	liver cell line sample
UBERON:0010409	8	0	eye surface
CL:0000586	7	0	germ cell
CL:0002328	7	0	bronchial epithelial cell
UBERON:0005910	7	0	transitional epithelium
UBERON:0007297	7	0	presumptive pronephric mesoderm
UBERON:0004340	7	0	allantois
FF:0200002	7	0	olfactory epithelial cell sample
FF:0000732	7	0	human adipocyte differentiation day8 sample
CL:0002503	7	0	adventitial cell
UBERON:0002037	7	0	cerebellum
UBERON:0002203	7	0	vasculature of eye
UBERON:0004814	7	0	upper respiratory tract epithelium
CL:0007009	7	0	prechondroblast
UBERON:0005333	7	0	mammary bud
UBERON:0001155	7	0	colon
CL:0002167	7	0	olfactory epithelial cell
CL:1000306	7	0	fibroblast of tunica adventitia of artery
UBERON:0003063	7	0	prechordal plate
DOID:863	7	1	nervous system disease
UBERON:0005754	7	0	rostral part of nephrogenic cord
CL:0000126	7	0	macroglial cell
UBERON:0001040	7	0	yolk sac
UBERON:0001768	7	0	uvea
UBERON:0003422	7	0	mesenchyme of umbilical cord
UBERON:0003928	7	0	digestive system duct
FF:0000731	7	0	human adipocyte differentiation day4 sample
UBERON:0004288	7	0	skeleton
UBERON:0007690	7	0	early pharyngeal endoderm
CL:0001019	7	0	CD115-positive monocyte OR common dendritic progenitor
UBERON:0002120	7	0	pronephros
UBERON:0006215	7	0	rhombic lip
UBERON:0005311	7	0	mammary placode
UBERON:0005721	7	0	pronephric mesoderm
UBERON:0004664	7	0	aorta tunica adventitia
UBERON:0001911	7	0	mammary gland
UBERON:0004875	7	0	nephrogenic cord
UBERON:0003834	7	0	thoracic segment blood vessel
CL:0001029	7	0	common dendritic progenitor
UBERON:0004663	7	0	aorta wall
CL:0000667	7	0	collagen secreting cell
CL:0000453	7	0	Langerhans cell
FF:0010154	7	0	human thalamus - adult donor sample
CL:0000058	7	0	chondroblast
FF:0100067	7	0	kidney cell line sample
FF:0000058	7	0	human fibroblast of the aortic adventitia sample
CL:0000150	7	0	glandular epithelial cell
DOID:686	7	1	liver carcinoma
UBERON:0006915	7	0	stratified squamous epithelium
CL:0000098	7	0	sensory epithelial cell
UBERON:0000080	7	0	mesonephros
CL:0002547	7	0	fibroblast of the aortic adventitia
UBERON:0006904	7	0	head mesenchyme from mesoderm
FF:0000015	7	0	human bronchial epithelial cell sample
FF:0000733	7	0	human adipocyte differentiation day12 sample
UBERON:0005742	7	0	adventitia
FF:0102580	7	0	chronic myeloid leukemia cell line sample
FF:0104976	7	0	human nasal epithelial cell sample
UBERON:0005985	7	0	coronary vessel
UBERON:0002394	7	0	bile duct
UBERON:0000974	7	0	neck
CL:0000197	7	0	receptor cell
UBERON:0006799	7	0	glandular epithelium
FF:0100578	7	0	hepatoma cell line sample
CL:0000127	7	0	astrocyte
FF:0000117	7	0	human mesenchymal stem cell of umbilical cord blood sample
UBERON:0002031	7	0	epithelium of bronchus
CL:0000039	7	0	germ line cell
UBERON:0005734	7	0	tunica adventitia of blood vessel
CL:0002540	7	0	mesenchymal stem cell of the bone marrow
UBERON:0009842	7	0	acinus
UBERON:0008425	7	0	mammary ridge
DOID:684	7	1	hepatocellular carcinoma
FF:0100306	7	0	teratocarcinoma cell line sample
CL:0000138	7	0	chondrocyte
UBERON:0009722	7	0	entire pharyngeal arch endoderm
FF:0000097	7	0	human mesenchymal stem cell of bone marrow sample
CL:0000840	7	0	immature conventional dendritic cell
UBERON:0001872	7	0	parietal lobe
FF:0000374	7	1	36 hr sample
FF:0010031	7	0	human temporal lobe - adult sample
UBERON:0003498	7	0	heart blood vessel
CL:0002569	7	0	mesenchymal stem cell of umbilical cord
UBERON:0001987	7	0	placenta
DOID:2841	6	1	asthma
FF:0000127	6	0	human osteoblast-Sciencell sample
UBERON:0004348	6	0	optic eminence
CL:0002573	6	0	Schwann cell
CL:2000005	6	0	brain macroglial cell
CL:0000062	6	0	osteoblast
CL:0002543	6	0	vein endothelial cell
FF:0000396	6	1	28 days sample
CL:0007010	6	0	preosteoblast
UBERON:0017672	6	0	abdominal viscera
UBERON:0001178	6	0	visceral peritoneum
DOID:363	6	1	uterine cancer
UBERON:0005866	6	0	pre-cartilage condensation
UBERON:0005103	6	0	mesonephric epithelium
UBERON:0005863	6	0	cartilaginous condensation
UBERON:0002358	6	0	peritoneum
UBERON:0003697	6	0	abdominal wall
UBERON:0008883	6	0	osteoid
FF:0000128	6	0	human osteoblast-Cell applications sample
UBERON:0004145	6	0	outflow tract
UBERON:0006553	6	0	renal duct
UBERON:0002108	6	0	small intestine
CL:0002397	6	0	CD14-positive, CD16-positive monocyte
UBERON:0010523	6	0	microcirculatory vessel
UBERON:0002021	6	0	occipital lobe
UBERON:0003060	6	0	pronephric duct
FF:0000393	6	1	21 days sample
DOID:2320	6	1	obstructive lung disease
UBERON:0011138	6	0	post-cranial axial skeletal system
UBERON:0005805	6	0	dorsal aorta
FF:0000059	6	0	human cardiac fibroblast sample
FF:0000388	6	1	9 days sample
UBERON:0004908	6	0	upper digestive tract
CL:0000079	6	0	stratified epithelial cell
FF:0000385	6	1	6 days sample
UBERON:0003296	6	0	gland of diencephalon
CL:0002248	6	0	pluripotent stem cell
FF:0000349	6	1	60 minutes sample
DOID:0050161	6	1	lower respiratory tract disease
UBERON:0014907	6	0	intersomitic vessel
FF:0000534	6	0	human H9 Embryoid body cells 3 days after melanocytic induction sample
FF:0101555	6	0	endometrial cancer cell line sample
FF:0000382	6	1	2 days sample
UBERON:0012430	6	0	tunica fibrosa of eyeball
UBERON:0000964	6	0	cornea
UBERON:0000002	6	0	uterine cervix
FF:0300101	6	0	hIPS sample
CL:0002255	6	0	stromal cell of endometrium
FF:0000381	6	1	1 days sample
FF:0100741	6	0	lymphocytic leukemia cell line sample
FF:0000168	6	0	human aortic smooth muscle cell sample
CL:0000114	6	0	surface ectodermal cell
CL:0002556	6	0	fibroblast of periodontium
CL:0000311	6	0	keratin accumulating cell
UBERON:0002457	6	0	intersomitic artery
UBERON:0003672	6	0	dentition
DOID:850	6	1	lung disease
UBERON:0001533	6	0	subclavian artery
UBERON:0001758	6	0	periodontium
FF:0000078	6	0	human hepatocyte sample
CL:0000669	6	0	pericyte cell
FF:0000067	6	0	human fibroblast of periodontium sample
UBERON:0002066	6	0	umbilical vein
UBERON:0001982	6	0	capillary
FF:0000052	6	0	human endothelial cell of the vein sample
UBERON:0000459	6	0	uterine wall
UBERON:0010133	6	0	neuroendocrine gland
UBERON:0010047	6	0	oral gland
CL:0002551	6	0	fibroblast of dermis
UBERON:0007475	6	0	matrix-based tissue
UBERON:0001130	6	0	vertebral column
UBERON:0000083	6	0	mesonephric tubule
UBERON:0001295	6	0	endometrium
FF:0011525	6	0	cortex- adult sample
UBERON:0003688	6	0	omentum
CL:0000775	6	0	neutrophil
GS:0003	6	0	human CD4-positiveCD25-CD45RA-positive naive conventional T cells sample
UBERON:0001043	6	0	esophagus
UBERON:0001044	6	0	saliva-secreting gland
CL:0000357	6	0	stratified epithelial stem cell
FF:0103764	6	0	NCI cell sample
CL:0002595	6	0	smooth muscle cell of the subclavian artery
DOID:169	6	1	neuroendocrine tumor
FF:0000175	6	0	human smooth muscle cell of subclavian artery sample
DOID:1579	6	1	respiratory system disease
FF:0000122	6	0	human neutrophil sample
CL:0002548	6	0	cardiac fibroblast
CL:0000035	6	0	single fate stem cell
UBERON:0007844	6	0	cartilage element
UBERON:0002072	6	0	hypodermis
FF:0000021	6	0	hematopoietic stem cell sample
CL:0002544	6	0	aortic endothelial cell
FF:0000062	6	0	human dermal fibroblast sample
FF:0011100	6	0	human CD14-CD16-positive Monocytes sample
FF:0000390	6	1	14 days sample
FF:0000048	6	0	human endothelial cell of the aorta sample
UBERON:0003350	6	0	epithelium of mucosa
UBERON:0005622	6	0	right dorsal aorta
CL:0000240	6	0	stratified squamous epithelial cell
DOID:1380	6	1	endometrial cancer
UBERON:0001560	6	0	neck of organ
DOID:1176	6	1	bronchial disease
CL:0000622	6	0	acinar cell
UBERON:0002481	6	0	bone tissue
FF:0000386	6	1	7 days sample
UBERON:0005427	6	0	corneal primordium
CL:0000237	6	0	keratinizing barrier epithelial cell
UBERON:0009201	6	0	nephric duct
CL:0002149	6	0	epithelial cell of uterus
CL:0000036	6	0	epithelial fate stem cell
UBERON:0003074	6	0	mesonephric duct
FF:0101967	5	0	cervical cancer cell line sample
DOID:231	5	1	motor neuron disease
UBERON:0005749	5	0	glomerular tuft
DOID:12377	5	1	spinal muscular atrophy
CL:0002188	5	0	glomerular endothelial cell
FF:0103192	5	0	renal cancer cell line sample
UBERON:0009113	5	0	thymic region
UBERON:0011817	5	0	follicle placode
UBERON:0002299	5	0	alveolus of lung
UBERON:0001874	5	0	putamen
UBERON:0010538	5	0	paired limb/fin segment
UBERON:0000013	5	0	sympathetic nervous system
UBERON:0010188	5	0	protuberance
UBERON:0001229	5	0	renal corpuscle
UBERON:0002118	5	0	right ovary
UBERON:0002410	5	0	autonomic nervous system
FF:0000251	5	0	human fibroblast - skin spinal muscular atrophy sample
UBERON:0005562	5	0	thymus primordium
UBERON:0003295	5	0	pharyngeal gland
UBERON:0002240	5	0	spinal cord
FF:0100932	5	0	neuroblastoma cell line sample
DOID:1289	5	1	neurodegenerative disease
UBERON:0001137	5	0	dorsum
UBERON:0005086	5	0	hair follicle placode
UBERON:0003215	5	0	alveolus
UBERON:0011135	5	0	intervertebral cartilage
CL:0000312	5	0	keratinocyte
UBERON:0002370	5	0	thymus
UBERON:0004209	5	0	renal vesicle
CL:1000746	5	0	glomerular cell
CL:0010003	5	0	epithelial cell of alveolus of lung
DOID:0080000	5	1	muscular disease
UBERON:0011134	5	0	nonsynovial joint
DOID:450	5	1	myotonic disease
UBERON:0001230	5	0	glomerular capsule
UBERON:0004198	5	0	comma-shaped body
FF:0010023	5	0	human skeletal muscle - adult sample
DOID:4362	5	1	cervical cancer
UBERON:0001468	5	0	intervertebral joint
UBERON:0002073	5	0	hair follicle
FF:0000275	5	0	human mesenchymal precursor cell- ovarian cancer-right ovary sample
FF:0000152	5	0	human renal cortical epithelial cell sample
UBERON:0002213	5	0	cartilaginous joint
CL:0002559	5	0	hair follicle cell
UBERON:0002529	5	0	limb segment
UBERON:0016525	5	0	frontal lobe
UBERON:0008874	5	0	pulmonary acinus
FF:0000092	5	0	human amniotic membrane cell sample
FF:0000072	5	0	human hair follicle cell sample
UBERON:0001066	5	0	intervertebral disk
UBERON:0006524	5	0	alveolar system
FF:0000153	5	0	human renal glomerular endothelial cell sample
CL:0000666	5	0	fenestrated cell
UBERON:0002771	5	0	middle temporal gyrus
UBERON:0002539	5	0	pharyngeal arch
CL:0000322	5	0	pneumocyte
UBERON:0009911	5	0	lobule
FF:0100658	5	0	uterine adenocarcinoma cell sample
UBERON:0010758	5	0	subdivision of organism along appendicular axis
UBERON:0004199	5	0	S-shaped body
CL:1000612	5	0	kidney corpuscule cell
UBERON:0010707	5	0	appendage girdle complex
UBERON:0004708	5	0	paired limb/fin
UBERON:0007846	5	0	dense regular connective tissue
UBERON:0010368	5	0	pulmonary lobule
DOID:331	5	1	central nervous system disease
FF:0000099	5	0	human mesothelial cell sample
UBERON:0002209	5	0	fibrous joint
DOID:10534	5	1	stomach cancer
UBERON:0002101	5	0	limb
FF:0000537	5	0	human H9 Embryoid body cells 12 days after melanocytic induction sample
UBERON:0000988	5	0	pons
UBERON:0008816	5	0	embryonic head
UBERON:0000074	5	0	renal glomerulus
GS:0002	5	0	human CD4-positiveCD25-positiveCD45RA- memory regulatory T cells sample
UBERON:0005174	5	0	dorsal region element
UBERON:0002216	5	0	symphysis
FF:0010034	5	0	human parietal lobe - adult sample
UBERON:0000026	5	0	appendage
UBERON:0002169	5	0	alveolar sac
FF:0100787	5	0	gastric cancer cell line sample
DOID:11722	5	1	myotonic dystrophy
UBERON:0003220	5	0	metanephric mesenchyme
UBERON:0001870	5	0	frontal cortex
UBERON:0005058	5	0	hemolymphoid system gland
FF:0000094	5	0	human mesenchymal stem cell of umbilical cord-Sciencell sample
FF:0102062	5	0	B-lymphoblastoid cell line sample
DOID:263	5	1	kidney cancer
DOID:423	5	1	myopathy
UBERON:0004894	5	0	alveolar wall
UBERON:0010536	5	0	nephron progenitor
DOID:3996	5	1	urinary system cancer
FF:0010010	5	0	human adipose tissue - adult sample
UBERON:0010532	5	0	primitive nephron
CL:0000068	5	0	duct epithelial cell
FF:0000044	5	0	human monocyte immature derived dendritic cell sample
UBERON:0005904	5	0	duct of male reproductive system
UBERON:0007845	5	0	regular connective tissue
UBERON:0002217	5	0	synovial joint
FF:0000037	5	0	human chondrocyte sample
FF:0000253	5	0	human fibroblast- skin dystrophia myotonica sample
UBERON:0006241	5	0	future spinal cord
FF:0010085	5	0	human brain - fetal sample
UBERON:0004347	5	0	limb bud
CL:0000083	5	0	epithelial cell of pancreas
DOID:17	5	1	musculoskeletal system disease
UBERON:0000014	5	0	zone of skin
UBERON:0003351	5	0	pharyngeal epithelium
CL:0002537	5	0	amnion mesenchymal stem cell
DOID:66	5	1	muscle tissue disease
UBERON:0000365	5	0	urothelium
UBERON:0004357	5	0	paired limb/fin bud
UBERON:0004821	5	0	pulmonary alveolus epithelium
UBERON:0005282	4	0	ventricular system of brain
UBERON:0010286	4	0	midbrain neural tube
UBERON:0006331	4	0	brainstem nucleus
CL:0000731	4	0	urothelial cell
DOID:77	4	1	gastrointestinal system disease
UBERON:0001896	4	0	medulla oblongata
DOID:1091	4	1	tooth disease
DOID:9893	4	1	periodontosis
UBERON:0002012	4	0	pulmonary artery
UBERON:0009662	4	0	hindbrain nucleus
UBERON:0004277	4	0	eye muscle
UBERON:0012168	4	0	umbilical cord blood
UBERON:0000043	4	0	tendon
UBERON:0005865	4	0	pre-muscle condensation
FF:0000271	4	0	human cardiac mesenchymal precursor cell sample
UBERON:0000166	4	0	oral opening
FF:0100794	4	0	pancreatic cancer cell line sample
UBERON:0003023	4	0	pontine tegmentum
FF:0000139	4	0	human preadipocyte of the breast sample
CL:0000244	4	0	transitional epithelial cell
CL_0000057	4	0	fibroblast
UBERON:0001954	4	0	Ammon's horn
CL:0002504	4	0	enteric smooth muscle cell
FF:0000380	4	1	0 days sample
UBERON:0005283	4	0	tela choroidea
FF:0000026	4	0	human CD34-positive hematopoietic stem cell sample
UBERON:0005426	4	0	lens vesicle
UBERON:0002114	4	0	duodenum
DOID:403	4	1	mouth disease
UBERON:0010096	4	0	future myelencephalon
UBERON:0006531	4	0	oculomotor muscle
FF:0102206	4	0	small cell lung cancer cell line sample
UBERON:0000476	4	0	acellular anatomical structure
CL:0002222	4	0	vertebrate lens cell
UBERON:0004363	4	0	pharyngeal arch artery
FF:0102202	4	0	lung squamous cell carcinoma cell line sample
UBERON:0007303	4	0	pharyngeal vasculature
UBERON:0002418	4	0	cartilage tissue
FF:0000191	4	0	human urothelial cell sample
FF:0000180	4	0	human smooth muscle cell of intestine sample
UBERON:0002018	4	0	synovial membrane of synovial joint
FF:0010087	4	0	human putamen - adult donor sample
UBERON:0001891	4	0	midbrain
UBERON:0000161	4	0	orifice
UBERON:0005432	4	0	aortic sac
UBERON:0003343	4	0	mucosa of oral region
CL:0000569	4	0	cardiac mesenchymal cell
FF:0011217	4	0	human Monocyte-derived macrophages 7h after udorn influenza infection sample
UBERON:0003947	4	0	brain ventricle/choroid plexus
FF:0102709	4	0	head and neck squamous cell carcinoma cell line sample
FF:0100189	4	0	small cell lung cancer cell sample
UBERON:0002061	4	0	truncus arteriosus
FF:0100739	4	0	lymphoblastic leukemia cell line sample
UBERON:0003504	4	0	respiratory system blood vessel
FF:0100664	4	0	K-562 cell sample
UBERON:0000965	4	0	lens of camera-type eye
DOID:8618	4	1	oral cavity cancer
UBERON:0002038	4	0	substantia nigra
UBERON:0001886	4	0	choroid plexus
UBERON:0010056	4	0	future tongue
UBERON:0004086	4	0	brain ventricle
FF:0000261	4	0	mast cell- heparinase treated sample
UBERON:0003469	4	0	respiratory system artery
UBERON:0003269	4	0	skeletal muscle tissue of eye
CL:0002553	4	0	lung fibroblast
UBERON:0010077	4	0	cuboidal epithelium
CL:0002327	4	0	mammary gland epithelial cell
FF:0011215	4	0	human Monocyte-derived macrophages 0h after udorn influenza infection sample
FF:0102332	4	0	monocytic leukemia cell line sample
FF:0011218	4	0	human Monocyte-derived macrophages 24h after udorn influenza infection sample
UBERON:0000484	4	0	simple cuboidal epithelium
UBERON:0011362	4	0	cranial blood vasculature
UBERON:0005171	4	0	hepatic duct
UBERON:0008886	4	0	pulmonary vascular system
UBERON:0003073	4	0	lens placode
UBERON:0001803	4	0	epithelium of lens
FF:0010076	4	0	human occipital lobe - adult sample
CL:0000632	4	0	hepatic stellate cell
FF:0000158	4	0	human retinal pigment epithelial cell sample
FF:0101370	4	0	THP-1 cell sample
FF:0102027	4	0	oral cancer cell line sample
UBERON:0000323	4	0	late embryo
UBERON:0009616	4	0	presumptive midbrain
DOID:5409	4	1	lung small cell carcinoma
UBERON:0004647	4	0	liver lobule
UBERON:0000488	4	0	atypical epithelium
FF:0000176	4	0	human smooth muscle cell of umbilical artery sample
UBERON:0005389	4	0	transparent eye structure
UBERON:0005290	4	0	myelencephalon
FF:0011219	4	0	human Monocyte-derived macrophages 24h after mock infection sample
UBERON:0002702	4	0	middle frontal gyrus
UBERON:0001875	4	0	globus pallidus
UBERON:0001556	4	0	lower urinary tract
DOID:1781	4	1	thyroid cancer
FF:0011216	4	0	human Monocyte-derived macrophages 2h after udorn influenza infection sample
FF:0010150	4	0	human medial temporal gyrus - adult sample
CL:0000306	4	0	crystallin accumulating cell
CL:0002594	4	0	smooth muscle cell of the umbilical artery
UBERON:0006533	4	0	rectus extraocular muscle
UBERON:0005629	4	0	vascular plexus
DOID:1793	4	1	pancreatic cancer
UBERON:0005358	4	0	ventricle of nervous system
UBERON:0003643	4	0	respiratory system arterial blood vessel
CL:0002224	4	0	lens epithelial cell
UBERON:0006230	4	0	extrinsic ocular pre-muscle mass
UBERON:0002148	4	0	locus ceruleus
UBERON:0001280	4	0	liver parenchyma
UBERON:0002600	4	0	limbic lobe
CL:0000011	4	0	migratory trunk neural crest cell
UBERON:0001601	4	0	extra-ocular muscle
CL:0000214	4	0	synovial cell
UBERON:0003496	4	0	head blood vessel
UBERON:0001033	4	0	gustatory system
UBERON:0015787	4	0	upper respiratory conduit
FF:0000274	4	0	human mesenchymal precursor cell- ovarian cancer-metastasis sample
UBERON:0001310	4	0	umbilical artery
CL:0002580	4	0	preadipocyte of the breast
UBERON:0006514	4	0	pallidum
UBERON:0009661	4	0	midbrain nucleus
UBERON:0002421	4	0	hippocampal formation
UBERON:0011892	4	0	anterior uvea
UBERON:0005281	4	0	ventricular system of central nervous system
FF:0102211	4	0	oral squamous cell carcinoma cell line sample
FF:0010033	4	0	human pons - adult sample
FF:0000273	4	0	human mesenchymal precursor cell- ovarian cancer-left ovary sample
FF:0011214	4	0	human Monocyte-derived macrophages 0h after mock infection sample
UBERON:0004151	4	0	cardiac chamber
UBERON:0015593	4	0	frontal gyrus
UBERON:0001723	4	0	tongue
UBERON:0002119	4	0	left ovary
FF:0101610	4	0	thyroid cancer cell line sample
UBERON:0002546	4	0	cranial placode
UBERON:0007616	4	0	layer of synovial tissue
CL:0002195	3	0	hepatic stem cell
